segment,cell,copiesX,copiesY
13,509,0,1
14,509,1,1
15,509,2,2
16,509,1,2
17,509,1,1
18,509,1,1
19,509,1,1
20,509,1,1
21,509,1,1
22,509,1,1
23,509,1,2
24,509,1,1
0,510,1,0
1,510,1,1
2,510,1,1
3,510,1,1
4,510,1,1
5,510,1,1
6,510,1,1
7,510,1,3
8,510,1,1
9,510,1,1
10,510,1,1
11,510,1,3
12,510,1,1
13,510,0,1
14,510,1,1
15,510,2,2
16,510,1,2
17,510,1,1
18,510,1,1
19,510,1,1
20,510,1,1
21,510,1,1
22,510,1,1
23,510,1,2
24,510,1,1
0,511,3,2
1,511,1,1
2,511,1,1
3,511,1,1
4,511,1,1
5,511,1,1
6,511,1,1
7,511,3,3
8,511,1,1
9,511,1,1
10,511,1,1
11,511,1,1
12,511,1,2
13,511,0,2
14,511,1,1
15,511,2,2
16,511,1,2
17,511,1,1
18,511,1,1
19,511,1,1
20,511,1,1
21,511,1,1
22,511,1,1
23,511,3,3
24,511,1,1
0,512,2,0
1,512,1,1
2,512,1,1
3,512,2,3
4,512,1,1
5,512,1,1
6,512,1,1
7,512,1,3
8,512,1,1
9,512,1,1
10,512,1,1
11,512,1,3
12,512,1,1
13,512,0,1
14,512,1,1
15,512,2,2
16,512,1,2
17,512,1,1
18,512,1,1
19,512,1,1
20,512,1,1
21,512,1,1
22,512,1,1
23,512,1,2
24,512,1,1
0,513,2,0
1,513,1,1
2,513,1,1
3,513,2,3
4,513,1,1
5,513,1,1
6,513,1,1
7,513,1,3
8,513,1,1
9,513,1,1
10,513,1,1
11,513,1,3
12,513,1,1
13,513,0,1
14,513,1,1
15,513,2,2
16,513,1,2
17,513,1,1
18,513,1,1
19,513,1,1
20,513,1,1
21,513,1,1
22,513,1,1
23,513,1,2
24,513,1,1
0,514,1,0
1,514,1,1
2,514,1,1
3,514,1,1
4,514,1,1
5,514,1,1
6,514,1,1
7,514,1,3
8,514,1,1
9,514,1,1
10,514,1,1
11,514,1,3
12,514,1,1
13,514,0,1
14,514,1,1
15,514,2,2
16,514,1,2
17,514,1,1
18,514,1,1
19,514,1,1
20,514,1,1
21,514,1,1
22,514,1,1
23,514,1,2
24,514,1,1
0,515,3,2
1,515,1,1
2,515,1,1
3,515,1,1
4,515,1,1
5,515,1,1
6,515,1,1
7,515,1,1
8,515,1,1
9,515,1,1
10,515,1,1
11,515,1,1
12,515,1,1
13,515,1,1
14,515,1,1
15,515,1,1
16,515,1,1
17,515,1,1
18,515,1,1
19,515,1,1
20,515,1,1
21,515,1,1
22,515,1,1
23,515,1,1
24,515,1,1
0,516,2,0
1,516,1,1
2,516,1,1
3,516,2,3
4,516,1,1
5,516,1,1
6,516,1,1
7,516,1,3
8,516,1,1
9,516,1,1
10,516,1,1
11,516,1,3
12,516,1,1
13,516,0,1
14,516,1,1
15,516,2,2
16,516,1,2
17,516,1,1
18,516,1,1
19,516,1,1
20,516,1,1
21,516,1,1
22,516,1,1
23,516,1,2
24,516,1,1
0,517,2,0
1,517,1,1
2,517,1,1
3,517,2,3
4,517,1,1
5,517,1,1
6,517,1,1
7,517,1,3
8,517,1,1
9,517,1,1
10,517,1,1
11,517,1,3
12,517,1,1
13,517,0,1
14,517,1,1
15,517,2,2
16,517,1,2
17,517,1,1
18,517,1,1
19,517,1,1
20,517,1,1
21,517,1,1
22,517,1,1
23,517,1,2
24,517,1,1
0,518,3,2
1,518,1,1
2,518,1,1
3,518,1,1
4,518,1,1
5,518,1,1
6,518,1,1
7,518,3,3
8,518,1,1
9,518,1,1
10,518,1,1
11,518,1,1
12,518,1,2
13,518,0,2
14,518,1,1
15,518,2,2
16,518,1,2
17,518,1,1
18,518,1,1
19,518,1,1
20,518,1,1
21,518,1,1
22,518,1,1
23,518,3,3
24,518,1,1
0,519,2,0
1,519,1,1
2,519,1,1
3,519,2,3
4,519,1,1
5,519,1,1
6,519,1,1
7,519,1,3
8,519,1,1
9,519,1,1
10,519,1,1
11,519,1,3
12,519,1,1
13,519,0,1
14,519,1,1
15,519,2,2
16,519,1,2
17,519,1,1
18,519,1,1
19,519,1,1
20,519,1,1
21,519,1,1
22,519,1,1
23,519,1,2
24,519,1,1
0,520,3,2
1,520,1,1
2,520,1,1
3,520,1,1
4,520,1,1
5,520,1,1
6,520,1,1
7,520,1,1
8,520,1,1
9,520,1,1
10,520,1,1
11,520,1,1
12,520,1,1
13,520,1,1
14,520,1,1
15,520,1,1
16,520,1,1
17,520,1,1
18,520,1,1
19,520,1,1
20,520,1,1
21,520,1,1
22,520,1,1
23,520,1,1
24,520,1,1
0,521,3,2
1,521,1,1
2,521,1,1
3,521,1,1
4,521,1,1
5,521,1,1
6,521,1,1
7,521,1,1
8,521,1,1
9,521,1,1
10,521,1,1
11,521,1,1
12,521,1,1
13,521,1,1
14,521,1,1
15,521,2,1
16,521,1,1
17,521,2,2
18,521,2,2
19,521,1,1
20,521,1,1
21,521,1,1
22,521,1,1
23,521,1,1
24,521,1,1
0,522,2,0
1,522,1,1
2,522,1,1
3,522,2,3
4,522,1,1
5,522,1,1
6,522,1,1
7,522,1,3
8,522,1,1
9,522,1,1
10,522,1,1
11,522,1,3
12,522,1,1
13,522,0,1
14,522,1,1
15,522,2,2
16,522,1,2
17,522,1,1
18,522,1,1
19,522,1,1
20,522,1,1
21,522,1,1
22,522,1,1
23,522,1,2
24,522,1,1
0,523,3,2
1,523,1,1
2,523,1,1
3,523,1,1
4,523,1,1
5,523,1,1
6,523,1,1
7,523,1,1
8,523,1,1
9,523,1,1
10,523,1,1
11,523,1,1
12,523,1,1
13,523,1,1
14,523,3,0
15,523,2,1
16,523,1,1
17,523,1,1
18,523,2,3
19,523,1,1
20,523,1,1
21,523,1,1
22,523,1,1
23,523,1,1
24,523,1,1
0,524,3,2
1,524,2,3
2,524,2,1
3,524,1,1
4,524,1,1
5,524,1,1
6,524,1,1
7,524,3,2
8,524,3,3
9,524,1,1
10,524,1,1
11,524,3,2
12,524,1,1
13,524,0,1
14,524,3,2
15,524,2,2
16,524,1,2
17,524,1,1
18,524,1,1
19,524,1,1
20,524,1,1
21,524,1,1
22,524,1,1
23,524,1,2
24,524,1,1
0,525,3,2
1,525,2,3
2,525,2,1
3,525,1,1
4,525,1,1
5,525,1,1
6,525,1,1
7,525,3,2
8,525,3,3
9,525,1,1
10,525,1,1
11,525,3,2
12,525,1,1
13,525,0,1
14,525,3,2
15,525,2,2
16,525,1,2
17,525,1,1
18,525,1,1
19,525,1,1
20,525,1,1
21,525,1,1
22,525,1,1
23,525,1,2
24,525,1,1
0,526,3,2
1,526,1,1
2,526,1,1
3,526,1,1
4,526,1,1
5,526,1,1
6,526,1,1
7,526,1,1
8,526,1,1
9,526,1,1
10,526,1,1
11,526,1,1
12,526,1,1
13,526,1,1
14,526,3,0
15,526,2,1
16,526,1,1
17,526,1,1
18,526,2,3
19,526,1,1
20,526,1,1
21,526,1,1
22,526,1,1
23,526,1,1
24,526,1,1
0,527,1,0
1,527,1,1
2,527,1,1
3,527,1,1
4,527,1,1
5,527,1,1
6,527,1,1
7,527,1,3
8,527,1,1
9,527,1,1
10,527,1,1
11,527,1,3
12,527,1,1
13,527,0,1
14,527,1,1
15,527,2,2
16,527,1,2
17,527,1,1
18,527,1,1
19,527,1,1
20,527,1,1
21,527,1,1
22,527,1,1
23,527,1,2
24,527,1,1
0,528,3,2
1,528,1,1
2,528,1,1
3,528,1,1
4,528,1,1
5,528,1,1
6,528,1,1
7,528,1,1
8,528,1,1
9,528,1,1
10,528,1,1
11,528,1,1
12,528,1,1
13,528,1,1
14,528,1,1
15,528,2,1
16,528,1,1
17,528,2,2
18,528,2,2
19,528,1,1
20,528,1,1
21,528,1,1
22,528,1,1
23,528,1,1
24,528,1,1
0,529,2,0
1,529,1,1
2,529,1,1
3,529,2,3
4,529,1,1
5,529,1,1
6,529,1,1
7,529,1,3
8,529,1,1
9,529,1,1
10,529,1,1
11,529,1,3
12,529,1,1
13,529,0,1
14,529,1,1
15,529,2,2
16,529,1,2
17,529,1,1
18,529,1,1
19,529,1,1
20,529,1,1
21,529,1,1
22,529,1,1
23,529,1,2
24,529,1,1
0,530,3,2
1,530,1,1
2,530,1,1
3,530,1,1
4,530,1,1
5,530,1,1
6,530,1,1
7,530,1,1
8,530,1,1
9,530,1,1
10,530,1,1
11,530,1,1
12,530,1,1
13,530,1,1
14,530,3,0
15,530,2,1
16,530,1,1
17,530,1,1
18,530,2,3
19,530,1,1
20,530,1,1
21,530,1,1
22,530,1,1
23,530,1,1
24,530,1,1
0,531,1,0
1,531,1,1
2,531,1,1
3,531,1,1
4,531,1,1
5,531,1,1
6,531,1,1
7,531,1,3
8,531,1,1
9,531,1,1
10,531,1,1
11,531,1,3
12,531,1,1
13,531,0,1
14,531,1,1
15,531,2,2
16,531,1,2
17,531,1,1
18,531,1,1
19,531,1,1
20,531,1,1
21,531,1,1
22,531,1,1
23,531,1,2
24,531,1,1
0,532,3,2
1,532,1,1
2,532,1,1
3,532,1,1
4,532,1,1
5,532,1,1
6,532,1,1
7,532,1,1
8,532,1,1
9,532,1,1
10,532,1,1
11,532,1,1
12,532,1,1
13,532,1,1
14,532,3,0
15,532,2,1
16,532,1,1
17,532,1,1
18,532,2,3
19,532,1,1
20,532,1,1
21,532,1,1
22,532,1,1
23,532,1,1
24,532,1,1
0,533,2,0
1,533,1,1
2,533,1,1
3,533,2,3
4,533,1,1
5,533,1,1
6,533,1,1
7,533,1,3
8,533,1,1
9,533,1,1
10,533,1,1
11,533,1,3
12,533,1,1
13,533,0,1
14,533,1,1
15,533,2,2
16,533,1,2
17,533,1,1
18,533,1,1
19,533,1,1
20,533,1,1
21,533,1,1
22,533,1,1
23,533,1,2
24,533,1,1
0,534,2,0
1,534,1,1
2,534,1,1
3,534,2,3
4,534,1,1
5,534,1,1
6,534,1,1
7,534,1,3
8,534,1,1
9,534,1,1
10,534,1,1
11,534,1,3
12,534,1,1
13,534,0,1
14,534,1,1
15,534,2,2
16,534,1,2
17,534,1,1
18,534,1,1
19,534,1,1
20,534,1,1
21,534,1,1
22,534,1,1
23,534,1,2
24,534,1,1
0,535,1,0
1,535,1,1
2,535,1,1
3,535,1,1
4,535,1,1
5,535,1,1
6,535,1,1
7,535,1,3
8,535,1,1
9,535,1,1
10,535,1,1
11,535,1,3
12,535,1,1
13,535,0,1
14,535,1,1
15,535,2,2
16,535,1,2
17,535,1,1
18,535,1,1
19,535,1,1
20,535,1,1
21,535,1,1
22,535,1,1
23,535,1,2
24,535,1,1
0,536,2,0
1,536,1,1
2,536,1,1
3,536,2,3
4,536,1,1
5,536,1,1
6,536,1,1
7,536,1,3
8,536,1,1
9,536,1,1
10,536,1,1
11,536,1,3
12,536,1,1
13,536,0,1
14,536,1,1
15,536,2,2
16,536,1,2
17,536,1,1
18,536,1,1
19,536,1,1
20,536,1,1
21,536,1,1
22,536,1,1
23,536,1,2
24,536,1,1
0,537,2,0
1,537,1,1
2,537,1,1
3,537,2,3
4,537,1,1
5,537,1,1
6,537,1,1
7,537,1,3
8,537,1,1
9,537,1,1
10,537,1,1
11,537,1,3
12,537,1,1
13,537,0,1
14,537,1,1
15,537,2,2
16,537,1,2
17,537,1,1
18,537,1,1
19,537,1,1
20,537,1,1
21,537,1,1
22,537,1,1
23,537,1,2
24,537,1,1
0,538,3,2
1,538,1,1
2,538,1,1
3,538,1,1
4,538,1,1
5,538,1,1
6,538,1,1
7,538,1,1
8,538,1,1
9,538,1,1
10,538,1,1
11,538,1,1
12,538,1,1
13,538,1,1
14,538,3,0
15,538,2,1
16,538,1,1
17,538,1,1
18,538,2,3
19,538,1,1
20,538,1,1
21,538,1,1
22,538,1,1
23,538,1,1
24,538,1,1
0,539,1,0
1,539,1,1
2,539,1,1
3,539,1,1
4,539,1,1
5,539,1,1
6,539,1,1
7,539,1,3
8,539,1,1
9,539,1,1
10,539,1,1
11,539,1,3
12,539,1,1
13,539,0,1
14,539,1,1
15,539,2,2
16,539,1,2
17,539,1,1
18,539,1,1
19,539,1,1
20,539,1,1
21,539,1,1
22,539,1,1
23,539,1,2
24,539,1,1
0,540,3,2
1,540,1,1
2,540,1,1
3,540,1,1
4,540,1,1
5,540,1,1
6,540,1,1
7,540,1,1
8,540,1,1
9,540,1,1
10,540,1,1
11,540,1,1
12,540,1,1
13,540,1,1
14,540,1,1
15,540,2,1
16,540,1,1
17,540,2,2
18,540,2,2
19,540,1,1
20,540,1,1
21,540,1,1
22,540,1,1
23,540,1,1
24,540,1,1
0,541,3,2
1,541,1,1
2,541,1,1
3,541,1,1
4,541,1,1
5,541,1,1
6,541,1,1
7,541,1,1
8,541,1,1
9,541,1,1
10,541,1,1
11,541,1,1
12,541,1,1
13,541,1,1
14,541,1,1
15,541,2,1
16,541,1,1
17,541,2,2
18,541,2,2
19,541,1,1
20,541,1,1
21,541,1,1
22,541,1,1
23,541,1,1
24,541,1,1
0,542,2,0
1,542,1,1
2,542,1,1
3,542,2,3
4,542,1,1
5,542,1,1
6,542,1,1
7,542,1,3
8,542,1,1
9,542,1,1
10,542,1,1
11,542,1,3
12,542,1,1
13,542,0,1
14,542,1,1
15,542,2,2
16,542,1,2
17,542,1,1
18,542,1,1
19,542,1,1
20,542,1,1
21,542,1,1
22,542,1,1
23,542,1,2
24,542,1,1
0,543,1,0
1,543,1,1
2,543,1,1
3,543,1,1
4,543,1,1
5,543,1,1
6,543,1,1
7,543,1,3
8,543,1,1
9,543,1,1
10,543,1,1
11,543,1,3
12,543,1,1
13,543,0,1
14,543,1,1
15,543,2,2
16,543,1,2
17,543,1,1
18,543,1,1
19,543,1,1
20,543,1,1
21,543,1,1
22,543,1,1
23,543,1,2
24,543,1,1
0,544,1,0
1,544,1,1
2,544,1,1
3,544,1,1
4,544,1,1
5,544,1,1
6,544,1,1
7,544,1,3
8,544,1,1
9,544,1,1
10,544,1,1
11,544,1,3
12,544,1,1
13,544,0,1
14,544,1,1
15,544,2,2
16,544,1,2
17,544,1,1
18,544,1,1
19,544,1,1
20,544,1,1
21,544,1,1
22,544,1,1
23,544,1,2
24,544,1,1
0,545,2,0
1,545,1,1
2,545,1,1
3,545,2,3
4,545,1,1
5,545,1,1
6,545,1,1
7,545,1,3
8,545,1,1
9,545,1,1
10,545,1,1
11,545,1,3
12,545,1,1
13,545,0,1
14,545,1,1
15,545,2,2
16,545,1,2
17,545,1,1
18,545,1,1
19,545,1,1
20,545,1,1
21,545,1,1
22,545,1,1
23,545,1,2
24,545,1,1
0,546,3,2
1,546,1,1
2,546,1,1
3,546,1,1
4,546,1,1
5,546,1,1
6,546,1,1
7,546,1,1
8,546,1,1
9,546,1,1
10,546,1,1
11,546,1,1
12,546,1,1
13,546,1,1
14,546,1,1
15,546,2,1
16,546,1,1
17,546,2,2
18,546,2,2
19,546,1,1
20,546,1,1
21,546,1,1
22,546,1,1
23,546,1,1
24,546,1,1
0,547,1,0
1,547,1,1
2,547,1,1
3,547,1,1
4,547,1,1
5,547,1,1
6,547,1,1
7,547,1,3
8,547,1,1
9,547,1,1
10,547,1,1
11,547,1,3
12,547,1,1
13,547,0,1
14,547,1,1
15,547,2,2
16,547,1,2
17,547,1,1
18,547,1,1
19,547,1,1
20,547,1,1
21,547,1,1
22,547,1,1
23,547,1,2
24,547,1,1
0,548,3,2
1,548,2,0
2,548,1,1
3,548,1,1
4,548,1,1
5,548,1,1
6,548,1,1
7,548,3,2
8,548,1,1
9,548,1,1
10,548,1,1
11,548,3,2
12,548,1,1
13,548,0,1
14,548,3,2
15,548,2,2
16,548,1,2
17,548,1,1
18,548,1,1
19,548,1,1
20,548,1,1
21,548,1,1
22,548,1,1
23,548,1,2
24,548,1,1
0,549,3,2
1,549,2,0
2,549,1,1
3,549,1,1
4,549,1,1
5,549,1,1
6,549,1,1
7,549,3,2
8,549,1,1
9,549,1,1
10,549,1,1
11,549,3,2
12,549,1,1
13,549,0,1
14,549,3,2
15,549,2,2
16,549,1,2
17,549,1,1
18,549,1,1
19,549,1,1
20,549,1,1
21,549,1,1
22,549,1,1
23,549,1,2
24,549,1,1
0,550,3,2
1,550,1,1
2,550,1,1
3,550,1,1
4,550,1,1
5,550,1,1
6,550,1,1
7,550,1,1
8,550,1,1
9,550,1,1
10,550,1,1
11,550,1,1
12,550,1,1
13,550,1,1
14,550,3,0
15,550,2,1
16,550,1,1
17,550,1,1
18,550,2,3
19,550,1,1
20,550,1,1
21,550,1,1
22,550,1,1
23,550,1,1
24,550,1,1
0,551,3,2
1,551,1,1
2,551,1,1
3,551,1,1
4,551,1,1
5,551,1,1
6,551,1,1
7,551,1,1
8,551,1,1
9,551,1,1
10,551,1,1
11,551,1,1
12,551,1,1
13,551,1,1
14,551,3,0
15,551,2,1
16,551,1,1
17,551,1,1
18,551,2,3
19,551,1,1
20,551,1,1
21,551,1,1
22,551,1,1
23,551,1,1
24,551,1,1
0,552,3,2
1,552,1,1
2,552,1,1
3,552,1,1
4,552,1,1
5,552,1,1
6,552,1,1
7,552,3,3
8,552,1,1
9,552,1,1
10,552,1,1
11,552,1,1
12,552,1,2
13,552,0,2
14,552,1,1
15,552,2,2
16,552,1,2
17,552,1,1
18,552,1,1
19,552,1,1
20,552,1,1
21,552,1,1
22,552,1,1
23,552,3,3
24,552,1,1
0,553,3,2
1,553,1,1
2,553,1,1
3,553,1,1
4,553,1,1
5,553,1,1
6,553,1,1
7,553,3,3
8,553,1,1
9,553,1,1
10,553,1,1
11,553,1,1
12,553,1,2
13,553,0,2
14,553,1,1
15,553,2,2
16,553,1,2
17,553,1,1
18,553,1,1
19,553,1,1
20,553,1,1
21,553,1,1
22,553,1,1
23,553,3,3
24,553,1,1
0,554,1,0
1,554,1,1
2,554,1,1
3,554,1,1
4,554,1,1
5,554,1,1
6,554,1,1
7,554,1,3
8,554,1,1
9,554,1,1
10,554,1,1
11,554,1,3
12,554,1,1
13,554,0,1
14,554,1,1
15,554,2,2
16,554,1,2
17,554,1,1
18,554,1,1
19,554,1,1
20,554,1,1
21,554,1,1
22,554,1,1
23,554,1,2
24,554,1,1
0,555,1,0
1,555,1,1
2,555,1,1
3,555,1,1
4,555,1,1
5,555,1,1
6,555,1,1
7,555,1,3
8,555,1,1
9,555,1,1
10,555,1,1
11,555,1,3
12,555,1,1
13,555,0,1
14,555,1,1
15,555,2,2
16,555,1,2
17,555,1,1
18,555,1,1
19,555,1,1
20,555,1,1
21,555,1,1
22,555,1,1
23,555,1,2
24,555,1,1
0,556,3,2
1,556,2,0
2,556,1,1
3,556,1,1
4,556,1,1
5,556,1,1
6,556,1,1
7,556,3,2
8,556,1,1
9,556,1,1
10,556,1,1
11,556,3,2
12,556,1,1
13,556,0,1
14,556,3,2
15,556,2,2
16,556,1,2
17,556,1,1
18,556,1,1
19,556,1,1
20,556,1,1
21,556,1,1
22,556,1,1
23,556,1,2
24,556,1,1
0,557,2,0
1,557,1,1
2,557,1,1
3,557,2,3
4,557,1,1
5,557,1,1
6,557,1,1
7,557,1,3
8,557,1,1
9,557,1,1
10,557,1,1
11,557,1,3
12,557,1,1
13,557,0,1
14,557,1,1
15,557,2,2
16,557,1,2
17,557,1,1
18,557,1,1
19,557,1,1
20,557,1,1
21,557,1,1
22,557,1,1
23,557,1,2
24,557,1,1
0,558,3,2
1,558,2,3
2,558,2,1
3,558,1,1
4,558,1,1
5,558,1,1
6,558,1,1
7,558,3,2
8,558,3,3
9,558,1,1
10,558,1,1
11,558,3,2
12,558,1,1
13,558,0,1
14,558,3,2
15,558,2,2
16,558,1,2
17,558,1,1
18,558,1,1
19,558,1,1
20,558,1,1
21,558,1,1
22,558,1,1
23,558,1,2
24,558,1,1
0,559,3,2
1,559,1,1
2,559,1,1
3,559,1,1
4,559,1,1
5,559,1,1
6,559,1,1
7,559,1,1
8,559,1,1
9,559,1,1
10,559,1,1
11,559,1,1
12,559,1,1
13,559,1,1
14,559,1,1
15,559,2,1
16,559,1,1
17,559,2,2
18,559,2,2
19,559,1,1
20,559,1,1
21,559,1,1
22,559,1,1
23,559,1,1
24,559,1,1
0,560,3,2
1,560,1,1
2,560,1,1
3,560,1,1
4,560,1,1
5,560,1,1
6,560,1,1
7,560,1,1
8,560,1,1
9,560,1,1
10,560,1,1
11,560,1,1
12,560,1,1
13,560,1,1
14,560,1,1
15,560,1,1
16,560,1,1
17,560,1,1
18,560,1,1
19,560,1,1
20,560,1,1
21,560,1,1
22,560,1,1
23,560,1,1
24,560,1,1
0,561,2,0
1,561,1,1
2,561,1,1
3,561,2,3
4,561,1,1
5,561,1,1
6,561,1,1
7,561,1,3
8,561,1,1
9,561,1,1
10,561,1,1
11,561,1,3
12,561,1,1
13,561,0,1
14,561,1,1
15,561,2,2
16,561,1,2
17,561,1,1
18,561,1,1
19,561,1,1
20,561,1,1
21,561,1,1
22,561,1,1
23,561,1,2
24,561,1,1
0,562,1,0
1,562,1,1
2,562,1,1
3,562,1,1
4,562,1,1
5,562,1,1
6,562,1,1
7,562,1,3
8,562,1,1
9,562,1,1
10,562,1,1
11,562,1,3
12,562,1,1
13,562,0,1
14,562,1,1
15,562,2,2
16,562,1,2
17,562,1,1
18,562,1,1
19,562,1,1
20,562,1,1
21,562,1,1
22,562,1,1
23,562,1,2
24,562,1,1
0,563,3,2
1,563,2,0
2,563,1,1
3,563,1,1
4,563,1,1
5,563,1,1
6,563,1,1
7,563,3,2
8,563,1,1
9,563,1,1
10,563,1,1
11,563,3,2
12,563,1,1
13,563,0,1
14,563,3,2
15,563,2,2
16,563,1,2
17,563,1,1
18,563,1,1
19,563,1,1
20,563,1,1
21,563,1,1
22,563,1,1
23,563,1,2
24,563,1,1
0,564,2,0
1,564,1,1
2,564,1,1
3,564,2,3
4,564,1,1
5,564,1,1
6,564,1,1
7,564,1,3
8,564,1,1
9,564,1,1
10,564,1,1
11,564,1,3
12,564,1,1
13,564,0,1
14,564,1,1
15,564,2,2
16,564,1,2
17,564,1,1
18,564,1,1
19,564,1,1
20,564,1,1
21,564,1,1
22,564,1,1
23,564,1,2
24,564,1,1
0,565,3,2
1,565,1,1
2,565,1,1
3,565,1,1
4,565,1,1
5,565,1,1
6,565,1,1
7,565,1,1
8,565,1,1
9,565,1,1
10,565,1,1
11,565,1,1
12,565,1,1
13,565,1,1
14,565,3,0
15,565,2,1
16,565,1,1
17,565,1,1
18,565,2,3
19,565,1,1
20,565,1,1
21,565,1,1
22,565,1,1
23,565,1,1
24,565,1,1
0,566,1,0
1,566,1,1
2,566,1,1
3,566,1,1
4,566,1,1
5,566,1,1
6,566,1,1
7,566,1,3
8,566,1,1
9,566,1,1
10,566,1,1
11,566,1,3
12,566,1,1
13,566,0,1
14,566,1,1
15,566,2,2
16,566,1,2
17,566,1,1
18,566,1,1
19,566,1,1
20,566,1,1
21,566,1,1
22,566,1,1
23,566,1,2
24,566,1,1
0,567,3,2
1,567,1,1
2,567,1,1
3,567,1,1
4,567,1,1
5,567,1,1
6,567,1,1
7,567,1,1
8,567,1,1
9,567,1,1
10,567,1,1
11,567,1,1
12,567,1,1
13,567,1,1
14,567,3,0
15,567,2,1
16,567,1,1
17,567,1,1
18,567,2,3
19,567,1,1
20,567,1,1
21,567,1,1
22,567,1,1
23,567,1,1
24,567,1,1
0,568,2,0
1,568,1,1
2,568,1,1
3,568,2,3
4,568,1,1
5,568,1,1
6,568,1,1
7,568,1,3
8,568,1,1
9,568,1,1
10,568,1,1
11,568,1,3
12,568,1,1
13,568,0,1
14,568,1,1
15,568,2,2
16,568,1,2
17,568,1,1
18,568,1,1
19,568,1,1
20,568,1,1
21,568,1,1
22,568,1,1
23,568,1,2
24,568,1,1
0,569,2,0
1,569,1,1
2,569,1,1
3,569,2,3
4,569,1,1
5,569,1,1
6,569,1,1
7,569,1,3
8,569,1,1
9,569,1,1
10,569,1,1
11,569,1,3
12,569,1,1
13,569,0,1
14,569,1,1
15,569,2,2
16,569,1,2
17,569,1,1
18,569,1,1
19,569,1,1
20,569,1,1
21,569,1,1
22,569,1,1
23,569,1,2
24,569,1,1
0,570,2,0
1,570,1,1
2,570,1,1
3,570,2,3
4,570,1,1
5,570,1,1
6,570,1,1
7,570,1,3
8,570,1,1
9,570,1,1
10,570,1,1
11,570,1,3
12,570,1,1
13,570,0,1
14,570,1,1
15,570,2,2
16,570,1,2
17,570,1,1
18,570,1,1
19,570,1,1
20,570,1,1
21,570,1,1
22,570,1,1
23,570,1,2
24,570,1,1
0,571,3,2
1,571,1,1
2,571,1,1
3,571,1,1
4,571,1,1
5,571,1,1
6,571,1,1
7,571,1,1
8,571,1,1
9,571,1,1
10,571,1,1
11,571,1,1
12,571,1,1
13,571,1,1
14,571,3,0
15,571,2,1
16,571,1,1
17,571,1,1
18,571,2,3
19,571,1,1
20,571,1,1
21,571,1,1
22,571,1,1
23,571,1,1
24,571,1,1
0,572,3,2
1,572,1,1
2,572,1,1
3,572,1,1
4,572,1,1
5,572,1,1
6,572,1,1
7,572,1,1
8,572,1,1
9,572,1,1
10,572,1,1
11,572,1,1
12,572,1,1
13,572,1,1
14,572,3,0
15,572,2,1
16,572,1,1
17,572,1,1
18,572,2,3
19,572,1,1
20,572,1,1
21,572,1,1
22,572,1,1
23,572,1,1
24,572,1,1
0,573,2,0
1,573,1,1
2,573,1,1
3,573,2,3
4,573,1,1
5,573,1,1
6,573,1,1
7,573,1,3
8,573,1,1
9,573,1,1
10,573,1,1
11,573,1,3
12,573,1,1
13,573,0,1
14,573,1,1
15,573,2,2
16,573,1,2
17,573,1,1
18,573,1,1
19,573,1,1
20,573,1,1
21,573,1,1
22,573,1,1
23,573,1,2
24,573,1,1
0,574,3,2
1,574,1,1
2,574,1,1
3,574,1,1
4,574,1,1
5,574,1,1
6,574,1,1
7,574,3,3
8,574,1,1
9,574,1,1
10,574,1,1
11,574,1,1
12,574,1,2
13,574,0,2
14,574,1,1
15,574,2,2
16,574,1,2
17,574,1,1
18,574,1,1
19,574,1,1
20,574,1,1
21,574,1,1
22,574,1,1
23,574,3,3
24,574,1,1
0,575,3,2
1,575,2,0
2,575,1,1
3,575,1,1
4,575,1,1
5,575,1,1
6,575,1,1
7,575,3,2
8,575,1,1
9,575,1,1
10,575,1,1
11,575,3,2
12,575,1,1
13,575,0,1
14,575,3,2
15,575,2,2
16,575,1,2
17,575,1,1
18,575,1,1
19,575,1,1
20,575,1,1
21,575,1,1
22,575,1,1
23,575,1,2
24,575,1,1
0,576,3,2
1,576,1,1
2,576,1,1
3,576,1,1
4,576,1,1
5,576,1,1
6,576,1,1
7,576,1,1
8,576,1,1
9,576,1,1
10,576,1,1
11,576,1,1
12,576,1,1
13,576,1,1
14,576,1,1
15,576,1,1
16,576,1,1
17,576,1,1
18,576,1,1
19,576,1,1
20,576,1,1
21,576,1,1
22,576,1,1
23,576,1,1
24,576,1,1
0,577,1,0
1,577,1,1
2,577,1,1
3,577,1,1
4,577,1,1
5,577,1,1
6,577,1,1
7,577,1,3
8,577,1,1
9,577,1,1
10,577,1,1
11,577,1,3
12,577,1,1
13,577,0,1
14,577,1,1
15,577,2,2
16,577,1,2
17,577,1,1
18,577,1,1
19,577,1,1
20,577,1,1
21,577,1,1
22,577,1,1
23,577,1,2
24,577,1,1
0,578,3,2
1,578,1,1
2,578,1,1
3,578,1,1
4,578,1,1
5,578,1,1
6,578,1,1
7,578,1,1
8,578,1,1
9,578,1,1
10,578,1,1
11,578,1,1
12,578,1,1
13,578,1,1
14,578,1,1
15,578,2,1
16,578,1,1
17,578,2,2
18,578,2,2
19,578,1,1
20,578,1,1
21,578,1,1
22,578,1,1
23,578,1,1
24,578,1,1
0,579,3,2
1,579,2,0
2,579,1,1
3,579,1,1
4,579,1,1
5,579,1,1
6,579,1,1
7,579,3,2
8,579,1,1
9,579,1,1
10,579,1,1
