chr,bin,cn,counts
3,80,3|10,0
3,80,3|11,0
3,80,3|2,0
3,80,3|3,0
3,80,3|4,0
3,80,3|5,0
3,80,3|6,0
3,80,3|7,0
3,80,3|8,0
3,80,4|0,237
3,80,4|1,0
3,80,4|2,0
3,80,4|3,0
3,80,4|4,0
3,80,4|5,0
3,80,4|6,0
3,80,4|7,0
3,80,4|8,0
3,80,4|9,0
3,80,5|0,3
3,80,5|1,0
3,80,5|2,0
3,80,5|3,0
3,80,5|4,0
3,80,5|5,0
3,80,5|6,0
3,80,5|7,0
3,80,5|8,0
3,80,5|9,0
3,80,6|0,0
3,80,6|1,0
3,80,6|2,0
3,80,6|3,0
3,80,6|4,0
3,80,6|5,0
3,80,6|6,0
3,80,6|7,0
3,80,6|8,0
3,80,6|9,0
3,80,7|0,0
3,80,7|1,0
3,80,7|2,0
3,80,7|3,0
3,80,7|4,0
3,80,7|5,0
3,80,7|6,0
3,80,7|7,0
3,80,8|0,0
3,80,8|1,0
3,80,8|2,0
3,80,8|3,0
3,80,8|4,0
3,80,8|5,0
3,80,8|6,0
3,80,9|0,0
3,80,9|2,0
3,80,9|3,0
3,80,9|4,0
3,80,9|6,0
3,81,0|0,1
3,81,0|1,0
3,81,0|2,0
3,81,0|3,0
3,81,0|4,0
3,81,0|5,0
3,81,0|6,0
3,81,10|0,0
3,81,1|0,364
3,81,1|1,0
3,81,1|2,0
3,81,1|3,0
3,81,1|4,0
3,81,1|5,0
3,81,1|6,0
3,81,2|0,308
3,81,2|1,0
3,81,2|2,0
3,81,2|3,0
3,81,2|4,0
3,81,2|5,0
3,81,2|6,0
3,81,2|7,0
3,81,2|8,0
3,81,2|9,0
3,81,3|0,217
3,81,3|1,0
3,81,3|10,0
3,81,3|11,0
3,81,3|2,0
3,81,3|3,0
3,81,3|4,0
3,81,3|5,0
3,81,3|6,0
3,81,3|7,0
3,81,3|8,0
3,81,4|0,0
3,81,4|1,0
3,81,4|2,0
3,81,4|3,0
3,81,4|4,0
3,81,4|5,0
3,81,4|6,0
3,81,4|7,0
3,81,4|8,0
3,81,4|9,0
3,81,5|0,0
3,81,5|1,0
3,81,5|2,0
3,81,5|3,0
3,81,5|4,0
3,81,5|5,0
3,81,5|6,0
3,81,5|7,0
3,81,5|8,0
3,81,5|9,0
3,81,6|0,0
3,81,6|1,0
3,81,6|2,0
3,81,6|3,0
3,81,6|4,0
3,81,6|5,0
3,81,6|6,0
3,81,6|7,0
3,81,6|8,0
3,81,6|9,0
3,81,7|0,0
3,81,7|1,0
3,81,7|2,0
3,81,7|3,0
3,81,7|4,0
3,81,7|5,0
3,81,7|6,0
3,81,7|7,0
3,81,8|0,0
3,81,8|1,0
3,81,8|2,0
3,81,8|3,0
3,81,8|4,0
3,81,8|5,0
3,81,8|6,0
3,81,9|0,0
3,81,9|2,0
3,81,9|3,0
3,81,9|4,0
3,81,9|6,0
3,82,0|0,0
3,82,0|1,1
3,82,0|2,0
3,82,0|3,0
3,82,0|4,0
3,82,0|5,0
3,82,0|6,0
3,82,10|0,0
3,82,1|0,6
3,82,1|1,407
3,82,1|2,1
3,82,1|3,0
3,82,1|4,0
3,82,1|5,0
3,82,1|6,0
3,82,2|0,0
3,82,2|1,31
3,82,2|2,421
3,82,2|3,15
3,82,2|4,0
3,82,2|5,0
3,82,2|6,0
3,82,2|7,0
3,82,2|8,0
3,82,2|9,0
3,82,3|0,0
3,82,3|1,0
3,82,3|10,0
3,82,3|11,0
3,82,3|2,7
3,82,3|3,1
3,82,3|4,0
3,82,3|5,0
3,82,3|6,0
3,82,3|7,0
3,82,3|8,0
3,82,4|0,0
3,82,4|1,0
3,82,4|2,0
3,82,4|3,0
3,82,4|4,0
3,82,4|5,0
3,82,4|6,0
3,82,4|7,0
3,82,4|8,0
3,82,4|9,0
3,82,5|0,0
3,82,5|1,0
3,82,5|2,0
3,82,5|3,0
3,82,5|4,0
3,82,5|5,0
3,82,5|6,0
3,82,5|7,0
3,82,5|8,0
3,82,5|9,0
3,82,6|0,0
3,82,6|1,0
3,82,6|2,0
3,82,6|3,0
3,82,6|4,0
3,82,6|5,0
3,82,6|6,0
3,82,6|7,0
3,82,6|8,0
3,82,6|9,0
3,82,7|0,0
3,82,7|1,0
3,82,7|2,0
3,82,7|3,0
3,82,7|4,0
3,82,7|5,0
3,82,7|6,0
3,82,7|7,0
3,82,8|0,0
3,82,8|1,0
3,82,8|2,0
3,82,8|3,0
3,82,8|4,0
3,82,8|5,0
3,82,8|6,0
3,82,9|0,0
3,82,9|2,0
3,82,9|3,0
3,82,9|4,0
3,82,9|6,0
3,83,0|0,0
3,83,0|1,0
3,83,0|2,0
3,83,0|3,0
3,83,0|4,0
3,83,0|5,0
3,83,0|6,0
3,83,10|0,0
3,83,1|0,29
3,83,1|1,0
3,83,1|2,0
3,83,1|3,0
3,83,1|4,0
3,83,1|5,0
3,83,1|6,0
3,83,2|0,396
3,83,2|1,0
3,83,2|2,0
3,83,2|3,0
3,83,2|4,0
3,83,2|5,0
3,83,2|6,0
3,83,2|7,0
3,83,2|8,0
3,83,2|9,0
3,83,3|0,102
3,83,3|1,3
3,83,3|10,0
3,83,3|11,0
3,83,3|2,1
3,83,3|3,0
3,83,3|4,0
3,83,3|5,0
3,83,3|6,0
3,83,3|7,0
3,83,3|8,0
3,83,4|0,171
3,83,4|1,3
3,83,4|2,0
3,83,4|3,0
3,83,4|4,0
3,83,4|5,0
3,83,4|6,0
3,83,4|7,0
3,83,4|8,0
3,83,4|9,0
3,83,5|0,185
3,83,5|1,0
3,83,5|2,0
3,83,5|3,0
3,83,5|4,0
3,83,5|5,0
3,83,5|6,0
3,83,5|7,0
3,83,5|8,0
3,83,5|9,0
3,83,6|0,0
3,83,6|1,0
3,83,6|2,0
3,83,6|3,0
3,83,6|4,0
3,83,6|5,0
3,83,6|6,0
3,83,6|7,0
3,83,6|8,0
3,83,6|9,0
3,83,7|0,0
3,83,7|1,0
3,83,7|2,0
3,83,7|3,0
3,83,7|4,0
3,83,7|5,0
3,83,7|6,0
3,83,7|7,0
3,83,8|0,0
3,83,8|1,0
3,83,8|2,0
3,83,8|3,0
3,83,8|4,0
3,83,8|5,0
3,83,8|6,0
3,83,9|0,0
3,83,9|2,0
3,83,9|3,0
3,83,9|4,0
3,83,9|6,0
3,84,0|0,0
3,84,0|1,1
3,84,0|2,0
3,84,0|3,0
3,84,0|4,0
3,84,0|5,0
3,84,0|6,0
3,84,10|0,0
3,84,1|0,0
3,84,1|1,419
3,84,1|2,2
3,84,1|3,1
3,84,1|4,0
3,84,1|5,0
3,84,1|6,0
3,84,2|0,0
3,84,2|1,6
3,84,2|2,276
3,84,2|3,181
3,84,2|4,0
3,84,2|5,0
3,84,2|6,0
3,84,2|7,0
3,84,2|8,0
3,84,2|9,0
3,84,3|0,0
3,84,3|1,0
3,84,3|10,0
3,84,3|11,0
3,84,3|2,2
3,84,3|3,2
3,84,3|4,0
3,84,3|5,0
3,84,3|6,0
3,84,3|7,0
3,84,3|8,0
3,84,4|0,0
3,84,4|1,0
3,84,4|2,0
3,84,4|3,0
3,84,4|4,0
3,84,4|5,0
3,84,4|6,0
3,84,4|7,0
3,84,4|8,0
3,84,4|9,0
3,84,5|0,0
3,84,5|1,0
3,84,5|2,0
3,84,5|3,0
3,84,5|4,0
3,84,5|5,0
3,84,5|6,0
3,84,5|7,0
3,84,5|8,0
3,84,5|9,0
3,84,6|0,0
3,84,6|1,0
3,84,6|2,0
3,84,6|3,0
3,84,6|4,0
3,84,6|5,0
3,84,6|6,0
3,84,6|7,0
3,84,6|8,0
3,84,6|9,0
3,84,7|0,0
3,84,7|1,0
3,84,7|2,0
3,84,7|3,0
3,84,7|4,0
3,84,7|5,0
3,84,7|6,0
3,84,7|7,0
3,84,8|0,0
3,84,8|1,0
3,84,8|2,0
3,84,8|3,0
3,84,8|4,0
3,84,8|5,0
3,84,8|6,0
3,84,9|0,0
3,84,9|2,0
3,84,9|3,0
3,84,9|4,0
3,84,9|6,0
3,85,0|0,0
3,85,0|1,2
3,85,0|2,44
3,85,0|3,0
3,85,0|4,0
3,85,0|5,0
3,85,0|6,0
3,85,10|0,0
3,85,1|0,0
3,85,1|1,22
3,85,1|2,300
3,85,1|3,3
3,85,1|4,1
3,85,1|5,0
3,85,1|6,0
3,85,2|0,0
3,85,2|1,4
3,85,2|2,273
3,85,2|3,25
3,85,2|4,1
3,85,2|5,0
3,85,2|6,0
3,85,2|7,0
3,85,2|8,0
3,85,2|9,0
3,85,3|0,0
3,85,3|1,6
3,85,3|10,0
3,85,3|11,0
3,85,3|2,207
3,85,3|3,1
3,85,3|4,1
3,85,3|5,0
3,85,3|6,0
3,85,3|7,0
3,85,3|8,0
3,85,4|0,0
3,85,4|1,0
3,85,4|2,0
3,85,4|3,0
3,85,4|4,0
3,85,4|5,0
3,85,4|6,0
3,85,4|7,0
3,85,4|8,0
3,85,4|9,0
3,85,5|0,0
3,85,5|1,0
3,85,5|2,0
3,85,5|3,0
3,85,5|4,0
3,85,5|5,0
3,85,5|6,0
3,85,5|7,0
3,85,5|8,0
3,85,5|9,0
3,85,6|0,0
3,85,6|1,0
3,85,6|2,0
3,85,6|3,0
3,85,6|4,0
3,85,6|5,0
3,85,6|6,0
3,85,6|7,0
3,85,6|8,0
3,85,6|9,0
3,85,7|0,0
3,85,7|1,0
3,85,7|2,0
3,85,7|3,0
3,85,7|4,0
3,85,7|5,0
3,85,7|6,0
3,85,7|7,0
3,85,8|0,0
3,85,8|1,0
3,85,8|2,0
3,85,8|3,0
3,85,8|4,0
3,85,8|5,0
3,85,8|6,0
3,85,9|0,0
3,85,9|2,0
3,85,9|3,0
3,85,9|4,0
3,85,9|6,0
3,86,0|0,0
3,86,0|1,1
3,86,0|2,35
3,86,0|3,10
3,86,0|4,2
3,86,0|5,0
3,86,0|6,0
3,86,10|0,0
3,86,1|0,0
3,86,1|1,14
3,86,1|2,274
3,86,1|3,16
3,86,1|4,1
3,86,1|5,0
3,86,1|6,0
3,86,2|0,0
3,86,2|1,1
3,86,2|2,257
3,86,2|3,46
3,86,2|4,19
3,86,2|5,0
3,86,2|6,0
3,86,2|7,0
3,86,2|8,0
3,86,2|9,0
3,86,3|0,0
3,86,3|1,7
3,86,3|10,0
3,86,3|11,0
3,86,3|2,203
3,86,3|3,1
3,86,3|4,1
3,86,3|5,0
3,86,3|6,0
3,86,3|7,0
3,86,3|8,0
3,86,4|0,0
3,86,4|1,0
3,86,4|2,1
3,86,4|3,1
3,86,4|4,0
3,86,4|5,0
3,86,4|6,0
3,86,4|7,0
3,86,4|8,0
3,86,4|9,0
3,86,5|0,0
3,86,5|1,0
3,86,5|2,0
3,86,5|3,0
3,86,5|4,0
3,86,5|5,0
3,86,5|6,0
3,86,5|7,0
3,86,5|8,0
3,86,5|9,0
3,86,6|0,0
3,86,6|1,0
3,86,6|2,0
3,86,6|3,0
3,86,6|4,0
3,86,6|5,0
3,86,6|6,0
3,86,6|7,0
3,86,6|8,0
3,86,6|9,0
3,86,7|0,0
3,86,7|1,0
3,86,7|2,0
3,86,7|3,0
3,86,7|4,0
3,86,7|5,0
3,86,7|6,0
3,86,7|7,0
3,86,8|0,0
3,86,8|1,0
3,86,8|2,0
3,86,8|3,0
3,86,8|4,0
3,86,8|5,0
3,86,8|6,0
3,86,9|0,0
3,86,9|2,0
3,86,9|3,0
3,86,9|4,0
3,86,9|6,0
3,87,0|0,0
3,87,0|1,1
3,87,0|2,28
3,87,0|3,7
3,87,0|4,12
3,87,0|5,0
3,87,0|6,0
3,87,10|0,0
3,87,1|0,1
3,87,1|1,14
3,87,1|2,251
3,87,1|3,18
3,87,1|4,0
3,87,1|5,0
3,87,1|6,1
3,87,2|0,0
3,87,2|1,0
3,87,2|2,249
3,87,2|3,13
3,87,2|4,55
3,87,2|5,14
3,87,2|6,0
3,87,2|7,0
3,87,2|8,0
3,87,2|9,0
3,87,3|0,0
3,87,3|1,7
3,87,3|10,0
3,87,3|11,0
3,87,3|2,206
3,87,3|3,4
3,87,3|4,5
3,87,3|5,1
3,87,3|6,1
3,87,3|7,0
3,87,3|8,0
3,87,4|0,0
3,87,4|1,0
3,87,4|2,1
3,87,4|3,0
3,87,4|4,0
3,87,4|5,0
3,87,4|6,0
3,87,4|7,0
3,87,4|8,0
3,87,4|9,0
3,87,5|0,0
3,87,5|1,0
3,87,5|2,0
3,87,5|3,0
3,87,5|4,1
3,87,5|5,0
3,87,5|6,0
3,87,5|7,0
3,87,5|8,0
3,87,5|9,0
3,87,6|0,0
3,87,6|1,0
3,87,6|2,0
3,87,6|3,0
3,87,6|4,0
3,87,6|5,0
3,87,6|6,0
3,87,6|7,0
3,87,6|8,0
3,87,6|9,0
3,87,7|0,0
3,87,7|1,0
3,87,7|2,0
3,87,7|3,0
3,87,7|4,0
3,87,7|5,0
3,87,7|6,0
3,87,7|7,0
3,87,8|0,0
3,87,8|1,0
3,87,8|2,0
3,87,8|3,0
3,87,8|4,0
3,87,8|5,0
3,87,8|6,0
3,87,9|0,0
3,87,9|2,0
3,87,9|3,0
3,87,9|4,0
3,87,9|6,0
3,88,0|0,0
3,88,0|1,1
3,88,0|2,33
3,88,0|3,11
3,88,0|4,2
3,88,0|5,0
3,88,0|6,0
3,88,10|0,0
3,88,1|0,1
3,88,1|1,21
3,88,1|2,273
3,88,1|3,13
3,88,1|4,1
3,88,1|5,0
3,88,1|6,0
3,88,2|0,0
3,88,2|1,1
3,88,2|2,252
3,88,2|3,35
3,88,2|4,31
3,88,2|5,0
3,88,2|6,0
3,88,2|7,0
3,88,2|8,0
3,88,2|9,0
3,88,3|0,0
3,88,3|1,7
3,88,3|10,0
3,88,3|11,0
3,88,3|2,203
3,88,3|3,2
3,88,3|4,1
3,88,3|5,1
3,88,3|6,0
3,88,3|7,0
3,88,3|8,0
3,88,4|0,0
3,88,4|1,0
3,88,4|2,1
3,88,4|3,0
3,88,4|4,0
3,88,4|5,0
3,88,4|6,0
3,88,4|7,0
3,88,4|8,0
3,88,4|9,0
3,88,5|0,0
3,88,5|1,0
3,88,5|2,0
3,88,5|3,0
3,88,5|4,0
3,88,5|5,0
3,88,5|6,0
3,88,5|7,0
3,88,5|8,0
3,88,5|9,0
3,88,6|0,0
3,88,6|1,0
3,88,6|2,0
3,88,6|3,0
3,88,6|4,0
3,88,6|5,0
3,88,6|6,0
3,88,6|7,0
3,88,6|8,0
3,88,6|9,0
3,88,7|0,0
3,88,7|1,0
3,88,7|2,0
3,88,7|3,0
3,88,7|4,0
3,88,7|5,0
3,88,7|6,0
3,88,7|7,0
3,88,8|0,0
3,88,8|1,0
3,88,8|2,0
3,88,8|3,0
3,88,8|4,0
3,88,8|5,0
3,88,8|6,0
3,88,9|0,0
3,88,9|2,0
3,88,9|3,0
3,88,9|4,0
3,88,9|6,0
3,89,0|0,0
3,89,0|1,4
3,89,0|2,42
3,89,0|3,0
3,89,0|4,1
3,89,0|5,0
3,89,0|6,0
3,89,10|0,0
3,89,1|0,1
3,89,1|1,70
3,89,1|2,286
3,89,1|3,5
3,89,1|4,0
3,89,1|5,0
3,89,1|6,0
3,89,2|0,0
3,89,2|1,2
3,89,2|2,268
3,89,2|3,5
3,89,2|4,1
3,89,2|5,0
3,89,2|6,0
3,89,2|7,0
3,89,2|8,0
3,89,2|9,0
3,89,3|0,0
3,89,3|1,7
3,89,3|10,0
3,89,3|11,0
3,89,3|2,197
3,89,3|3,0
3,89,3|4,0
3,89,3|5,0
3,89,3|6,0
3,89,3|7,0
3,89,3|8,0
3,89,4|0,0
3,89,4|1,0
3,89,4|2,1
3,89,4|3,0
3,89,4|4,0
3,89,4|5,0
3,89,4|6,0
3,89,4|7,0
3,89,4|8,0
3,89,4|9,0
3,89,5|0,0
3,89,5|1,0
3,89,5|2,0
3,89,5|3,0
3,89,5|4,0
3,89,5|5,0
3,89,5|6,0
3,89,5|7,0
3,89,5|8,0
3,89,5|9,0
3,89,6|0,0
3,89,6|1,0
3,89,6|2,0
3,89,6|3,0
3,89,6|4,0
3,89,6|5,0
3,89,6|6,0
3,89,6|7,0
3,89,6|8,0
3,89,6|9,0
3,89,7|0,0
3,89,7|1,0
3,89,7|2,0
3,89,7|3,0
3,89,7|4,0
3,89,7|5,0
3,89,7|6,0
3,89,7|7,0
3,89,8|0,0
3,89,8|1,0
3,89,8|2,0
3,89,8|3,0
3,89,8|4,0
3,89,8|5,0
3,89,8|6,0
3,89,9|0,0
3,89,9|2,0
3,89,9|3,0
3,89,9|4,0
3,89,9|6,0
3,90,0|0,0
3,90,0|1,0
3,90,0|2,3
3,90,0|3,0
3,90,0|4,0
3,90,0|5,0
3,90,0|6,0
3,90,10|0,0
3,90,1|0,1
3,90,1|1,25
3,90,1|2,336
3,90,1|3,22
3,90,1|4,3
3,90,1|5,0
3,90,1|6,0
3,90,2|0,0
3,90,2|1,1
3,90,2|2,266
3,90,2|3,20
3,90,2|4,1
3,90,2|5,1
3,90,2|6,0
3,90,2|7,0
3,90,2|8,0
3,90,2|9,0
3,90,3|0,0
3,90,3|1,7
3,90,3|10,0
3,90,3|11,0
3,90,3|2,202
3,90,3|3,1
3,90,3|4,0
3,90,3|5,0
3,90,3|6,0
3,90,3|7,0
3,90,3|8,0
3,90,4|0,0
3,90,4|1,0
3,90,4|2,1
3,90,4|3,0
3,90,4|4,0
3,90,4|5,0
3,90,4|6,0
3,90,4|7,0
3,90,4|8,0
3,90,4|9,0
3,90,5|0,0
3,90,5|1,0
3,90,5|2,0
3,90,5|3,0
3,90,5|4,0
3,90,5|5,0
3,90,5|6,0
3,90,5|7,0
3,90,5|8,0
3,90,5|9,0
3,90,6|0,0
3,90,6|1,0
3,90,6|2,0
3,90,6|3,0
3,90,6|4,0
3,90,6|5,0
3,90,6|6,0
3,90,6|7,0
3,90,6|8,0
3,90,6|9,0
3,90,7|0,0
3,90,7|1,0
3,90,7|2,0
3,90,7|3,0
3,90,7|4,0
3,90,7|5,0
3,90,7|6,0
3,90,7|7,0
3,90,8|0,0
3,90,8|1,0
3,90,8|2,0
3,90,8|3,0
3,90,8|4,0
3,90,8|5,0
3,90,8|6,0
3,90,9|0,0
3,90,9|2,0
3,90,9|3,0
3,90,9|4,0
3,90,9|6,0
3,91,0|0,0
3,91,0|1,0
3,91,0|2,3
3,91,0|3,0
3,91,0|4,0
3,91,0|5,0
3,91,0|6,0
3,91,10|0,0
3,91,1|0,1
3,91,1|1,26
3,91,1|2,340
3,91,1|3,18
3,91,1|4,3
3,91,1|5,0
3,91,1|6,0
3,91,2|0,0
3,91,2|1,0
3,91,2|2,259
3,91,2|3,16
3,91,2|4,0
3,91,2|5,2
3,91,2|6,0
3,91,2|7,0
3,91,2|8,0
3,91,2|9,0
3,91,3|0,0
3,91,3|1,0
3,91,3|10,0
3,91,3|11,0
3,91,3|2,2
3,91,3|3,0
3,91,3|4,0
3,91,3|5,0
3,91,3|6,0
3,91,3|7,0
3,91,3|8,0
3,91,4|0,0
3,91,4|1,1
3,91,4|2,0
3,91,4|3,0
3,91,4|4,0
3,91,4|5,0
3,91,4|6,0
3,91,4|7,0
3,91,4|8,0
3,91,4|9,0
3,91,5|0,0
3,91,5|1,0
3,91,5|2,22
3,91,5|3,1
3,91,5|4,0
3,91,5|5,0
3,91,5|6,0
3,91,5|7,0
3,91,5|8,0
3,91,5|9,0
3,91,6|0,0
3,91,6|1,8
3,91,6|2,184
3,91,6|3,0
3,91,6|4,0
3,91,6|5,0
3,91,6|6,0
3,91,6|7,0
3,91,6|8,0
3,91,6|9,0
3,91,7|0,0
3,91,7|1,0
3,91,7|2,3
3,91,7|3,0
3,91,7|4,0
3,91,7|5,0
3,91,7|6,0
3,91,7|7,0
3,91,8|0,0
3,91,8|1,0
3,91,8|2,1
3,91,8|3,0
3,91,8|4,0
3,91,8|5,0
3,91,8|6,0
3,91,9|0,0
3,91,9|2,0
3,91,9|3,0
3,91,9|4,0
3,91,9|6,0
3,92,0|0,0
3,92,0|1,3
3,92,0|2,1
3,92,0|3,0
3,92,0|4,0
3,92,0|5,0
3,92,0|6,0
3,92,10|0,0
3,92,1|0,11
3,92,1|1,363
3,92,1|2,15
3,92,1|3,1
3,92,1|4,0
3,92,1|5,0
3,92,1|6,0
3,92,2|0,1
3,92,2|1,18
3,92,2|2,147
3,92,2|3,104
3,92,2|4,5
3,92,2|5,0
3,92,2|6,0
3,92,2|7,0
3,92,2|8,0
3,92,2|9,0
3,92,3|0,0
3,92,3|1,0
3,92,3|10,0
3,92,3|11,0
3,92,3|2,1
3,92,3|3,0
3,92,3|4,0
3,92,3|5,0
3,92,3|6,0
3,92,3|7,0
3,92,3|8,0
3,92,4|0,0
3,92,4|1,0
3,92,4|2,1
3,92,4|3,0
3,92,4|4,0
3,92,4|5,0
3,92,4|6,0
3,92,4|7,0
3,92,4|8,0
3,92,4|9,0
3,92,5|0,0
3,92,5|1,0
3,92,5|2,0
3,92,5|3,1
3,92,5|4,8
3,92,5|5,14
3,92,5|6,0
3,92,5|7,0
3,92,5|8,0
3,92,5|9,0
3,92,6|0,0
3,92,6|1,0
3,92,6|2,0
3,92,6|3,1
3,92,6|4,20
3,92,6|5,167
3,92,6|6,3
3,92,6|7,0
3,92,6|8,1
3,92,6|9,0
3,92,7|0,0
3,92,7|1,0
3,92,7|2,0
3,92,7|3,0
3,92,7|4,1
3,92,7|5,2
3,92,7|6,0
3,92,7|7,0
3,92,8|0,0
3,92,8|1,0
3,92,8|2,0
3,92,8|3,0
3,92,8|4,0
3,92,8|5,1
3,92,8|6,0
3,92,9|0,0
3,92,9|2,0
3,92,9|3,0
3,92,9|4,0
3,92,9|6,0
3,93,0|0,1
3,93,0|1,4
3,93,0|2,0
3,93,0|3,0
3,93,0|4,0
3,93,0|5,0
3,93,0|6,0
3,93,10|0,0
3,93,1|0,23
3,93,1|1,393
3,93,1|2,3
3,93,1|3,1
3,93,1|4,0
3,93,1|5,0
3,93,1|6,0
3,93,2|0,1
3,93,2|1,30
3,93,2|2,184
3,93,2|3,30
3,93,2|4,0
3,93,2|5,0
3,93,2|6,0
3,93,2|7,0
3,93,2|8,0
3,93,2|9,0
3,93,3|0,0
3,93,3|1,0
3,93,3|10,0
3,93,3|11,0
3,93,3|2,1
3,93,3|3,1
3,93,3|4,0
3,93,3|5,0
3,93,3|6,0
3,93,3|7,0
3,93,3|8,0
3,93,4|0,0
3,93,4|1,0
3,93,4|2,0
3,93,4|3,1
3,93,4|4,1
3,93,4|5,3
3,93,4|6,0
3,93,4|7,0
3,93,4|8,0
3,93,4|9,0
3,93,5|0,0
3,93,5|1,0
3,93,5|2,0
3,93,5|3,4
3,93,5|4,25
3,93,5|5,4
3,93,5|6,1
3,93,5|7,1
3,93,5|8,0
3,93,5|9,0
3,93,6|0,0
3,93,6|1,0
3,93,6|2,0
3,93,6|3,2
3,93,6|4,66
3,93,6|5,106
3,93,6|6,0
3,93,6|7,0
3,93,6|8,0
3,93,6|9,0
3,93,7|0,0
3,93,7|1,0
3,93,7|2,0
3,93,7|3,0
3,93,7|4,2
3,93,7|5,0
3,93,7|6,0
3,93,7|7,0
3,93,8|0,0
3,93,8|1,0
3,93,8|2,0
3,93,8|3,0
3,93,8|4,1
3,93,8|5,0
3,93,8|6,0
3,93,9|0,0
3,93,9|2,0
3,93,9|3,1
3,93,9|4,0
3,93,9|6,0
3,94,0|0,0
3,94,0|1,3
3,94,0|2,2
3,94,0|3,0
3,94,0|4,0
3,94,0|5,0
3,94,0|6,0
3,94,10|0,0
3,94,1|0,14
3,94,1|1,353
3,94,1|2,4
3,94,1|3,0
3,94,1|4,1
3,94,1|5,0
3,94,1|6,0
3,94,2|0,1
3,94,2|1,31
3,94,2|2,153
3,94,2|3,101
3,94,2|4,6
3,94,2|5,0
3,94,2|6,0
3,94,2|7,0
3,94,2|8,0
3,94,2|9,0
3,94,3|0,0
3,94,3|1,0
3,94,3|10,0
3,94,3|11,0
3,94,3|2,1
3,94,3|3,0
3,94,3|4,0
3,94,3|5,0
3,94,3|6,0
3,94,3|7,0
3,94,3|8,0
3,94,4|0,0
3,94,4|1,0
3,94,4|2,0
3,94,4|3,1
3,94,4|4,0
3,94,4|5,0
3,94,4|6,0
3,94,4|7,0
3,94,4|8,0
3,94,4|9,0
3,94,5|0,0
3,94,5|1,0
3,94,5|2,0
3,94,5|3,0
3,94,5|4,7
3,94,5|5,12
3,94,5|6,0
3,94,5|7,0
3,94,5|8,0
3,94,5|9,0
3,94,6|0,0
3,94,6|1,0
3,94,6|2,0
3,94,6|3,3
3,94,6|4,42
3,94,6|5,146
3,94,6|6,3
3,94,6|7,1
3,94,6|8,0
3,94,6|9,0
3,94,7|0,0
3,94,7|1,0
3,94,7|2,0
3,94,7|3,0
3,94,7|4,2
3,94,7|5,1
3,94,7|6,0
3,94,7|7,0
3,94,8|0,0
3,94,8|1,0
3,94,8|2,0
3,94,8|3,0
3,94,8|4,1
3,94,8|5,1
3,94,8|6,0
3,94,9|0,0
3,94,9|2,0
3,94,9|3,0
3,94,9|4,0
3,94,9|6,0
3,95,0|0,0
3,95,0|1,7
3,95,0|2,1
3,95,0|3,0
3,95,0|4,0
3,95,0|5,0
3,95,0|6,0
3,95,10|0,0
3,95,1|0,21
3,95,1|1,372
3,95,1|2,7
3,95,1|3,0
3,95,1|4,1
3,95,1|5,0
3,95,1|6,0
3,95,2|0,1
3,95,2|1,35
3,95,2|2,130
3,95,2|3,95
3,95,2|4,0
3,95,2|5,0
3,95,2|6,0
3,95,2|7,0
3,95,2|8,0
3,95,2|9,0
3,95,3|0,0
3,95,3|1,0
3,95,3|10,0
3,95,3|11,0
3,95,3|2,1
3,95,3|3,0
3,95,3|4,0
3,95,3|5,0
3,95,3|6,0
3,95,3|7,0
3,95,3|8,0
3,95,4|0,0
3,95,4|1,0
3,95,4|2,0
3,95,4|3,0
3,95,4|4,1
3,95,4|5,1
3,95,4|6,0
3,95,4|7,0
3,95,4|8,0
3,95,4|9,0
3,95,5|0,0
3,95,5|1,0
3,95,5|2,0
3,95,5|3,0
3,95,5|4,7
3,95,5|5,17
3,95,5|6,1
3,95,5|7,1
3,95,5|8,0
3,95,5|9,0
3,95,6|0,0
3,95,6|1,0
3,95,6|2,0
3,95,6|3,2
3,95,6|4,42
3,95,6|5,143
3,95,6|6,1
3,95,6|7,0
3,95,6|8,0
3,95,6|9,0
3,95,7|0,0
3,95,7|1,0
3,95,7|2,0
3,95,7|3,0
3,95,7|4,1
3,95,7|5,1
3,95,7|6,0
3,95,7|7,0
3,95,8|0,0
3,95,8|1,0
3,95,8|2,0
3,95,8|3,0
3,95,8|4,0
3,95,8|5,1
3,95,8|6,0
3,95,9|0,0
3,95,9|2,0
3,95,9|3,0
3,95,9|4,0
3,95,9|6,0
3,96,0|0,1
3,96,0|1,8
3,96,0|2,1
3,96,0|3,0
3,96,0|4,0
3,96,0|5,0
3,96,0|6,0
3,96,10|0,0
3,96,1|0,18
3,96,1|1,354
3,96,1|2,9
3,96,1|3,0
3,96,1|4,1
3,96,1|5,0
3,96,1|6,0
3,96,2|0,1
3,96,2|1,152
3,96,2|2,123
3,96,2|3,1
3,96,2|4,0
3,96,2|5,0
3,96,2|6,0
3,96,2|7,0
3,96,2|8,0
3,96,2|9,0
3,96,3|0,0
3,96,3|1,0
3,96,3|10,0
3,96,3|11,0
3,96,3|2,1
3,96,3|3,0
3,96,3|4,0
3,96,3|5,0
3,96,3|6,0
3,96,3|7,0
3,96,3|8,0
3,96,4|0,0
3,96,4|1,2
3,96,4|2,0
3,96,4|3,0
3,96,4|4,0
3,96,4|5,0
3,96,4|6,0
3,96,4|7,0
3,96,4|8,0
3,96,4|9,0
3,96,5|0,0
3,96,5|1,1
3,96,5|2,18
