chr,segment,cell,cn
1,0,SA1090-A96213A-R20-C28,3|1
1,0,SA1090-A96213A-R20-C28,3|2
1,0,SA1090-A96213A-R20-C28,4|2
1,0,SA1090-A96213A-R20-C28,5|0
1,0,SA1090-A96213A-R20-C28,5|2
1,0,SA1090-A96213A-R20-C30,1|1
1,0,SA1090-A96213A-R20-C30,2|0
1,0,SA1090-A96213A-R20-C30,2|1
1,0,SA1090-A96213A-R20-C33,1|1
1,0,SA1090-A96213A-R20-C33,2|0
1,0,SA1090-A96213A-R20-C33,2|1
1,0,SA1090-A96213A-R20-C35,2|0
1,0,SA1090-A96213A-R20-C35,2|1
1,0,SA1090-A96213A-R20-C37,2|0
1,0,SA1090-A96213A-R20-C37,2|1
1,0,SA1090-A96213A-R20-C37,3|0
1,0,SA1090-A96213A-R20-C43,2|1
1,0,SA1090-A96213A-R20-C43,2|2
1,0,SA1090-A96213A-R20-C43,3|0
1,0,SA1090-A96213A-R20-C43,3|1
1,0,SA1090-A96213A-R20-C43,4|0
1,0,SA1090-A96213A-R20-C43,4|2
1,0,SA1090-A96213A-R20-C47,2|1
1,0,SA1090-A96213A-R20-C47,3|1
1,0,SA1090-A96213A-R20-C47,3|2
1,0,SA1090-A96213A-R20-C47,4|2
1,0,SA1090-A96213A-R20-C47,5|0
1,0,SA1090-A96213A-R20-C47,5|2
1,0,SA1090-A96213A-R20-C48,1|1
1,0,SA1090-A96213A-R20-C48,2|1
1,0,SA1090-A96213A-R20-C48,3|0
1,0,SA1090-A96213A-R20-C48,3|1
1,0,SA1090-A96213A-R20-C50,2|0
1,0,SA1090-A96213A-R20-C50,2|1
1,0,SA1090-A96213A-R20-C56,2|0
1,0,SA1090-A96213A-R20-C56,2|1
1,0,SA1090-A96213A-R20-C61,1|1
1,0,SA1090-A96213A-R20-C61,2|0
1,0,SA1090-A96213A-R20-C61,2|1
1,0,SA1090-A96213A-R20-C61,3|0
1,0,SA1090-A96213A-R20-C62,2|0
1,0,SA1090-A96213A-R20-C62,2|1
1,0,SA1090-A96213A-R20-C63,2|1
1,0,SA1090-A96213A-R20-C63,3|0
1,0,SA1090-A96213A-R20-C63,3|1
1,0,SA1090-A96213A-R20-C63,4|0
1,0,SA1090-A96213A-R20-C63,4|2
1,0,SA1090-A96213A-R20-C64,1|1
1,0,SA1090-A96213A-R20-C64,2|0
1,0,SA1090-A96213A-R20-C64,2|1
1,0,SA1090-A96213A-R22-C17,2|1
1,0,SA1090-A96213A-R22-C17,3|0
1,0,SA1090-A96213A-R22-C17,3|1
1,0,SA1090-A96213A-R22-C17,3|2
1,0,SA1090-A96213A-R22-C17,4|0
1,0,SA1090-A96213A-R22-C17,4|2
1,0,SA1090-A96213A-R22-C21,1|1
1,0,SA1090-A96213A-R22-C21,2|0
1,0,SA1090-A96213A-R22-C21,2|1
1,0,SA1090-A96213A-R22-C22,1|1
1,0,SA1090-A96213A-R22-C22,2|0
1,0,SA1090-A96213A-R22-C22,2|1
1,0,SA1090-A96213A-R22-C22,3|0
1,0,SA1090-A96213A-R22-C22,3|1
1,0,SA1090-A96213A-R22-C24,1|1
1,0,SA1090-A96213A-R22-C24,2|1
1,0,SA1090-A96213A-R22-C24,3|0
1,0,SA1090-A96213A-R22-C24,3|1
1,0,SA1090-A96213A-R22-C26,2|1
1,0,SA1090-A96213A-R22-C26,3|1
1,0,SA1090-A96213A-R22-C26,3|2
1,0,SA1090-A96213A-R22-C26,4|0
1,0,SA1090-A96213A-R22-C26,4|2
1,0,SA1090-A96213A-R22-C27,1|0
1,0,SA1090-A96213A-R22-C27,2|0
1,0,SA1090-A96213A-R22-C28,2|0
1,0,SA1090-A96213A-R22-C28,2|1
1,0,SA1090-A96213A-R22-C31,2|1
1,0,SA1090-A96213A-R22-C31,3|1
1,0,SA1090-A96213A-R22-C31,3|2
1,0,SA1090-A96213A-R22-C31,4|2
1,0,SA1090-A96213A-R22-C31,5|0
1,0,SA1090-A96213A-R22-C31,5|2
1,0,SA1090-A96213A-R22-C32,2|1
1,0,SA1090-A96213A-R22-C32,3|1
1,0,SA1090-A96213A-R22-C32,3|2
1,0,SA1090-A96213A-R22-C32,4|0
1,0,SA1090-A96213A-R22-C32,4|2
1,0,SA1090-A96213A-R22-C33,2|0
1,0,SA1090-A96213A-R22-C33,2|1
1,0,SA1090-A96213A-R22-C37,2|1
1,0,SA1090-A96213A-R22-C37,3|2
1,0,SA1090-A96213A-R22-C37,4|0
1,0,SA1090-A96213A-R22-C37,4|1
1,0,SA1090-A96213A-R22-C37,4|2
1,0,SA1090-A96213A-R22-C39,2|0
1,0,SA1090-A96213A-R22-C39,2|1
1,0,SA1090-A96213A-R22-C40,1|1
1,0,SA1090-A96213A-R22-C40,2|1
1,0,SA1090-A96213A-R22-C40,3|0
1,0,SA1090-A96213A-R22-C40,3|1
1,0,SA1090-A96213A-R22-C40,3|2
1,0,SA1090-A96213A-R22-C40,4|0
1,0,SA1090-A96213A-R22-C40,4|2
1,0,SA1090-A96213A-R22-C40,5|0
1,0,SA1090-A96213A-R22-C45,2|0
1,0,SA1090-A96213A-R22-C45,2|1
1,0,SA1090-A96213A-R22-C46,2|0
1,0,SA1090-A96213A-R22-C46,2|1
1,0,SA1090-A96213A-R22-C47,1|1
1,0,SA1090-A96213A-R22-C47,2|0
1,0,SA1090-A96213A-R22-C47,2|1
1,0,SA1090-A96213A-R22-C48,2|0
1,0,SA1090-A96213A-R22-C48,2|1
1,0,SA1090-A96213A-R22-C48,3|1
1,0,SA1090-A96213A-R22-C49,1|1
1,0,SA1090-A96213A-R22-C49,2|0
1,0,SA1090-A96213A-R22-C49,2|1
1,0,SA1090-A96213A-R22-C50,1|1
1,0,SA1090-A96213A-R22-C50,2|0
1,0,SA1090-A96213A-R22-C50,2|1
1,0,SA1090-A96213A-R24-C12,2|1
1,0,SA1090-A96213A-R24-C12,3|1
1,0,SA1090-A96213A-R24-C12,3|2
1,0,SA1090-A96213A-R24-C12,4|0
1,0,SA1090-A96213A-R24-C12,4|2
1,0,SA1090-A96213A-R24-C13,1|1
1,0,SA1090-A96213A-R24-C13,2|1
1,0,SA1090-A96213A-R24-C13,3|0
1,0,SA1090-A96213A-R24-C13,3|1
1,0,SA1090-A96213A-R24-C14,1|0
1,0,SA1090-A96213A-R24-C14,2|1
1,0,SA1090-A96213A-R24-C15,2|1
1,0,SA1090-A96213A-R24-C15,3|1
1,0,SA1090-A96213A-R24-C15,3|2
1,0,SA1090-A96213A-R24-C15,4|0
1,0,SA1090-A96213A-R24-C15,4|2
1,0,SA1090-A96213A-R24-C15,5|0
1,0,SA1090-A96213A-R24-C16,1|1
1,0,SA1090-A96213A-R24-C16,2|1
1,0,SA1090-A96213A-R24-C16,2|2
1,0,SA1090-A96213A-R24-C16,3|0
1,0,SA1090-A96213A-R24-C16,3|1
1,0,SA1090-A96213A-R24-C16,3|2
1,0,SA1090-A96213A-R24-C16,4|0
1,0,SA1090-A96213A-R24-C16,5|0
1,0,SA1090-A96213A-R24-C16,6|0
1,0,SA1090-A96213A-R24-C18,2|1
1,0,SA1090-A96213A-R24-C18,3|1
1,0,SA1090-A96213A-R24-C18,3|2
1,0,SA1090-A96213A-R24-C18,4|0
1,0,SA1090-A96213A-R24-C18,4|2
1,0,SA1090-A96213A-R24-C20,2|0
1,0,SA1090-A96213A-R24-C20,2|1
1,0,SA1090-A96213A-R24-C20,3|0
1,0,SA1090-A96213A-R24-C22,2|1
1,0,SA1090-A96213A-R24-C22,3|0
1,0,SA1090-A96213A-R24-C22,3|1
1,0,SA1090-A96213A-R24-C23,1|1
1,0,SA1090-A96213A-R24-C23,2|0
1,0,SA1090-A96213A-R24-C23,2|1
1,0,SA1090-A96213A-R24-C23,3|0
1,0,SA1090-A96213A-R24-C23,3|1
1,0,SA1090-A96213A-R24-C24,2|0
1,0,SA1090-A96213A-R24-C24,2|1
1,0,SA1090-A96213A-R24-C24,3|0
1,0,SA1090-A96213A-R24-C27,2|0
1,0,SA1090-A96213A-R24-C27,2|1
1,0,SA1090-A96213A-R24-C31,3|1
1,0,SA1090-A96213A-R24-C31,3|2
1,0,SA1090-A96213A-R24-C31,4|0
1,0,SA1090-A96213A-R24-C31,4|2
1,0,SA1090-A96213A-R24-C31,5|0
1,0,SA1090-A96213A-R24-C31,5|2
1,0,SA1090-A96213A-R24-C32,2|0
1,0,SA1090-A96213A-R24-C32,2|1
1,0,SA1090-A96213A-R24-C33,2|0
1,0,SA1090-A96213A-R24-C33,2|1
1,0,SA1090-A96213A-R24-C34,2|1
1,0,SA1090-A96213A-R24-C34,3|0
1,0,SA1090-A96213A-R24-C34,3|1
1,0,SA1090-A96213A-R24-C35,1|1
1,0,SA1090-A96213A-R24-C35,2|1
1,0,SA1090-A96213A-R24-C35,3|0
1,0,SA1090-A96213A-R24-C35,3|1
1,0,SA1090-A96213A-R24-C37,2|1
1,0,SA1090-A96213A-R24-C37,3|0
1,0,SA1090-A96213A-R24-C37,3|2
1,0,SA1090-A96213A-R24-C37,4|0
1,0,SA1090-A96213A-R24-C37,4|2
1,0,SA1090-A96213A-R24-C39,1|1
1,0,SA1090-A96213A-R24-C39,2|0
1,0,SA1090-A96213A-R24-C39,2|1
1,0,SA1090-A96213A-R24-C42,1|1
1,0,SA1090-A96213A-R24-C42,2|1
1,0,SA1090-A96213A-R24-C42,3|0
1,0,SA1090-A96213A-R24-C42,3|1
1,0,SA1090-A96213A-R24-C43,1|0
1,0,SA1090-A96213A-R24-C43,1|1
1,0,SA1090-A96213A-R24-C43,2|1
1,0,SA1090-A96213A-R24-C44,1|1
1,0,SA1090-A96213A-R24-C44,2|0
1,0,SA1090-A96213A-R24-C44,2|1
1,0,SA1090-A96213A-R24-C44,3|0
1,0,SA1090-A96213A-R24-C46,1|1
1,0,SA1090-A96213A-R24-C46,2|1
1,0,SA1090-A96213A-R24-C46,3|0
1,0,SA1090-A96213A-R24-C46,3|1
1,0,SA1090-A96213A-R24-C47,2|1
1,0,SA1090-A96213A-R24-C47,3|0
1,0,SA1090-A96213A-R24-C47,3|1
1,0,SA1090-A96213A-R24-C48,2|0
1,0,SA1090-A96213A-R24-C48,2|1
1,0,SA1090-A96213A-R24-C54,2|0
1,0,SA1090-A96213A-R24-C54,2|1
1,0,SA1090-A96213A-R24-C54,3|0
1,0,SA1090-A96213A-R24-C59,1|1
1,0,SA1090-A96213A-R24-C59,2|0
1,0,SA1090-A96213A-R24-C59,2|1
1,0,SA1090-A96213A-R24-C63,2|0
1,0,SA1090-A96213A-R24-C63,2|1
1,0,SA1090-A96213A-R24-C64,2|1
1,0,SA1090-A96213A-R24-C64,3|1
1,0,SA1090-A96213A-R24-C64,3|2
1,0,SA1090-A96213A-R24-C64,4|0
1,0,SA1090-A96213A-R24-C64,4|2
1,0,SA1090-A96213A-R24-C65,2|0
1,0,SA1090-A96213A-R24-C65,2|1
1,0,SA1090-A96213A-R24-C66,2|0
1,0,SA1090-A96213A-R24-C66,2|1
1,0,SA1090-A96213A-R24-C66,3|0
1,0,SA1090-A96213A-R24-C67,1|1
1,0,SA1090-A96213A-R24-C67,2|1
1,0,SA1090-A96213A-R24-C67,3|1
1,0,SA1090-A96213A-R24-C67,3|2
1,0,SA1090-A96213A-R24-C67,4|0
1,0,SA1090-A96213A-R24-C67,4|2
1,0,SA1090-A96213A-R24-C70,1|1
1,0,SA1090-A96213A-R24-C70,2|0
1,0,SA1090-A96213A-R24-C70,2|1
1,0,SA1090-A96213A-R25-C10,2|1
1,0,SA1090-A96213A-R25-C10,3|1
1,0,SA1090-A96213A-R25-C10,4|0
1,0,SA1090-A96213A-R25-C10,4|2
1,0,SA1090-A96213A-R25-C11,2|0
1,0,SA1090-A96213A-R25-C11,2|1
1,0,SA1090-A96213A-R25-C12,1|2
1,0,SA1090-A96213A-R25-C12,2|0
1,0,SA1090-A96213A-R25-C12,2|1
1,0,SA1090-A96213A-R25-C12,2|2
1,0,SA1090-A96213A-R25-C14,1|1
1,0,SA1090-A96213A-R25-C14,2|0
1,0,SA1090-A96213A-R25-C14,2|1
1,0,SA1090-A96213A-R25-C16,1|1
1,0,SA1090-A96213A-R25-C16,2|0
1,0,SA1090-A96213A-R25-C16,2|1
1,0,SA1090-A96213A-R25-C17,2|1
1,0,SA1090-A96213A-R25-C17,3|1
1,0,SA1090-A96213A-R25-C17,3|2
1,0,SA1090-A96213A-R25-C17,4|0
1,0,SA1090-A96213A-R25-C18,2|1
1,0,SA1090-A96213A-R25-C18,3|0
1,0,SA1090-A96213A-R25-C18,3|1
1,0,SA1090-A96213A-R25-C19,2|1
1,0,SA1090-A96213A-R25-C19,3|1
1,0,SA1090-A96213A-R25-C19,3|2
1,0,SA1090-A96213A-R25-C19,4|2
1,0,SA1090-A96213A-R25-C19,5|0
1,0,SA1090-A96213A-R25-C19,5|2
1,0,SA1090-A96213A-R25-C20,2|1
1,0,SA1090-A96213A-R25-C20,3|1
1,0,SA1090-A96213A-R25-C20,3|2
1,0,SA1090-A96213A-R25-C20,4|0
1,0,SA1090-A96213A-R25-C20,4|1
1,0,SA1090-A96213A-R25-C20,4|2
1,0,SA1090-A96213A-R25-C21,2|1
1,0,SA1090-A96213A-R25-C21,3|0
1,0,SA1090-A96213A-R25-C21,3|1
1,0,SA1090-A96213A-R25-C23,1|1
1,0,SA1090-A96213A-R25-C23,2|0
1,0,SA1090-A96213A-R25-C23,2|1
1,0,SA1090-A96213A-R25-C25,1|1
1,0,SA1090-A96213A-R25-C25,2|0
1,0,SA1090-A96213A-R25-C25,2|1
1,0,SA1090-A96213A-R25-C25,3|0
1,0,SA1090-A96213A-R25-C28,2|1
1,0,SA1090-A96213A-R25-C28,3|0
1,0,SA1090-A96213A-R25-C28,3|1
1,0,SA1090-A96213A-R25-C28,4|0
1,0,SA1090-A96213A-R25-C30,2|1
1,0,SA1090-A96213A-R25-C30,3|1
1,0,SA1090-A96213A-R25-C30,3|2
1,0,SA1090-A96213A-R25-C30,4|0
1,0,SA1090-A96213A-R25-C30,4|2
1,0,SA1090-A96213A-R25-C31,2|1
1,0,SA1090-A96213A-R25-C31,2|2
1,0,SA1090-A96213A-R25-C31,3|1
1,0,SA1090-A96213A-R25-C31,3|2
1,0,SA1090-A96213A-R25-C31,5|0
1,0,SA1090-A96213A-R25-C31,5|2
1,0,SA1090-A96213A-R25-C31,6|0
1,0,SA1090-A96213A-R25-C32,2|1
1,0,SA1090-A96213A-R25-C32,3|0
1,0,SA1090-A96213A-R25-C32,3|1
1,0,SA1090-A96213A-R25-C35,2|1
1,0,SA1090-A96213A-R25-C35,3|1
1,0,SA1090-A96213A-R25-C35,3|2
1,0,SA1090-A96213A-R25-C35,4|0
1,0,SA1090-A96213A-R25-C35,4|2
1,0,SA1090-A96213A-R25-C35,5|0
1,0,SA1090-A96213A-R25-C35,6|0
1,0,SA1090-A96213A-R25-C39,1|1
1,0,SA1090-A96213A-R25-C39,2|0
1,0,SA1090-A96213A-R25-C39,2|1
1,0,SA1090-A96213A-R25-C39,2|2
1,0,SA1090-A96213A-R25-C39,3|1
1,0,SA1090-A96213A-R25-C39,4|0
1,0,SA1090-A96213A-R25-C42,1|1
1,0,SA1090-A96213A-R25-C42,2|0
1,0,SA1090-A96213A-R25-C42,2|1
1,0,SA1090-A96213A-R25-C42,3|0
1,0,SA1090-A96213A-R25-C42,3|1
1,0,SA1090-A96213A-R25-C43,1|1
1,0,SA1090-A96213A-R25-C43,2|1
1,0,SA1090-A96213A-R25-C43,3|0
1,0,SA1090-A96213A-R25-C43,3|1
1,0,SA1090-A96213A-R25-C44,2|1
1,0,SA1090-A96213A-R25-C44,3|0
1,0,SA1090-A96213A-R25-C44,3|1
1,0,SA1090-A96213A-R25-C46,2|1
1,0,SA1090-A96213A-R25-C46,3|0
1,0,SA1090-A96213A-R25-C46,3|1
1,0,SA1090-A96213A-R25-C47,2|1
1,0,SA1090-A96213A-R25-C47,3|1
1,0,SA1090-A96213A-R25-C47,3|2
1,0,SA1090-A96213A-R25-C47,4|0
1,0,SA1090-A96213A-R25-C47,4|2
1,0,SA1090-A96213A-R25-C49,2|1
1,0,SA1090-A96213A-R25-C49,3|2
1,0,SA1090-A96213A-R25-C49,4|0
1,0,SA1090-A96213A-R25-C49,4|1
1,0,SA1090-A96213A-R25-C49,4|2
1,0,SA1090-A96213A-R25-C52,2|1
1,0,SA1090-A96213A-R25-C52,3|1
1,0,SA1090-A96213A-R25-C52,3|2
1,0,SA1090-A96213A-R25-C52,4|2
1,0,SA1090-A96213A-R25-C52,5|0
1,0,SA1090-A96213A-R25-C52,5|2
1,0,SA1090-A96213A-R25-C52,6|0
1,0,SA1090-A96213A-R25-C54,2|1
1,0,SA1090-A96213A-R25-C54,3|2
1,0,SA1090-A96213A-R25-C54,4|0
1,0,SA1090-A96213A-R25-C54,4|1
1,0,SA1090-A96213A-R25-C56,1|1
1,0,SA1090-A96213A-R25-C56,2|1
1,0,SA1090-A96213A-R25-C56,3|0
1,0,SA1090-A96213A-R25-C56,3|1
1,0,SA1090-A96213A-R25-C60,2|1
1,0,SA1090-A96213A-R25-C60,3|1
1,0,SA1090-A96213A-R25-C60,3|2
1,0,SA1090-A96213A-R25-C60,4|0
1,0,SA1090-A96213A-R25-C60,4|2
1,0,SA1090-A96213A-R25-C64,2|1
1,0,SA1090-A96213A-R25-C64,2|2
1,0,SA1090-A96213A-R25-C64,3|0
1,0,SA1090-A96213A-R25-C64,3|1
1,0,SA1090-A96213A-R25-C64,4|0
1,0,SA1090-A96213A-R25-C64,4|1
1,0,SA1090-A96213A-R25-C64,4|2
1,0,SA1090-A96213A-R25-C66,2|1
1,0,SA1090-A96213A-R25-C66,3|1
1,0,SA1090-A96213A-R25-C66,3|2
1,0,SA1090-A96213A-R25-C66,4|0
1,0,SA1090-A96213A-R25-C66,4|2
1,0,SA1090-A96213A-R25-C67,1|1
1,0,SA1090-A96213A-R25-C67,2|1
1,0,SA1090-A96213A-R25-C67,2|2
1,0,SA1090-A96213A-R25-C67,3|0
1,0,SA1090-A96213A-R25-C67,3|1
1,0,SA1090-A96213A-R25-C68,1|1
1,0,SA1090-A96213A-R25-C68,2|1
1,0,SA1090-A96213A-R25-C68,3|0
1,0,SA1090-A96213A-R25-C68,3|1
1,0,SA1090-A96213A-R25-C68,3|2
1,0,SA1090-A96213A-R25-C68,4|0
1,0,SA1090-A96213A-R25-C68,4|1
1,0,SA1090-A96213A-R26-C07,1|1
1,0,SA1090-A96213A-R26-C07,2|0
1,0,SA1090-A96213A-R26-C07,2|1
1,0,SA1090-A96213A-R26-C07,3|1
1,0,SA1090-A96213A-R26-C07,3|2
1,0,SA1090-A96213A-R26-C07,4|0
1,0,SA1090-A96213A-R26-C07,5|0
1,0,SA1090-A96213A-R26-C09,2|1
1,0,SA1090-A96213A-R26-C09,3|1
1,0,SA1090-A96213A-R26-C09,3|2
1,0,SA1090-A96213A-R26-C09,4|2
1,0,SA1090-A96213A-R26-C09,5|0
1,0,SA1090-A96213A-R26-C09,5|2
1,0,SA1090-A96213A-R26-C09,6|0
1,0,SA1090-A96213A-R26-C11,2|1
1,0,SA1090-A96213A-R26-C11,2|2
1,0,SA1090-A96213A-R26-C11,3|2
1,0,SA1090-A96213A-R26-C11,4|0
1,0,SA1090-A96213A-R26-C11,4|2
1,0,SA1090-A96213A-R26-C12,1|1
1,0,SA1090-A96213A-R26-C12,2|1
1,0,SA1090-A96213A-R26-C12,3|0
1,0,SA1090-A96213A-R26-C12,3|1
1,0,SA1090-A96213A-R26-C15,3|1
1,0,SA1090-A96213A-R26-C15,3|2
1,0,SA1090-A96213A-R26-C15,4|0
1,0,SA1090-A96213A-R26-C15,4|2
1,0,SA1090-A96213A-R26-C15,5|0
1,0,SA1090-A96213A-R26-C16,2|0
1,0,SA1090-A96213A-R26-C16,2|1
1,0,SA1090-A96213A-R26-C16,3|1
1,0,SA1090-A96213A-R26-C16,3|2
1,0,SA1090-A96213A-R26-C16,4|0
1,0,SA1090-A96213A-R26-C16,4|2
1,0,SA1090-A96213A-R26-C16,5|0
1,0,SA1090-A96213A-R26-C18,2|1
1,0,SA1090-A96213A-R26-C18,3|2
1,0,SA1090-A96213A-R26-C18,4|0
1,0,SA1090-A96213A-R26-C18,4|1
1,0,SA1090-A96213A-R26-C18,4|2
1,0,SA1090-A96213A-R26-C19,2|1
1,0,SA1090-A96213A-R26-C19,3|1
1,0,SA1090-A96213A-R26-C19,3|2
1,0,SA1090-A96213A-R26-C19,4|0
1,0,SA1090-A96213A-R26-C19,4|2
1,0,SA1090-A96213A-R26-C20,2|1
1,0,SA1090-A96213A-R26-C20,3|1
1,0,SA1090-A96213A-R26-C20,4|0
1,0,SA1090-A96213A-R26-C20,4|1
1,0,SA1090-A96213A-R26-C20,4|2
1,0,SA1090-A96213A-R26-C21,2|1
1,0,SA1090-A96213A-R26-C21,3|1
1,0,SA1090-A96213A-R26-C21,4|0
1,0,SA1090-A96213A-R26-C21,4|2
1,0,SA1090-A96213A-R26-C21,5|0
1,0,SA1090-A96213A-R26-C23,2|0
1,0,SA1090-A96213A-R26-C23,2|1
1,0,SA1090-A96213A-R26-C23,3|0
1,0,SA1090-A96213A-R26-C25,2|1
1,0,SA1090-A96213A-R26-C25,3|1
1,0,SA1090-A96213A-R26-C25,3|2
1,0,SA1090-A96213A-R26-C25,4|0
1,0,SA1090-A96213A-R26-C25,4|2
1,0,SA1090-A96213A-R26-C27,1|1
1,0,SA1090-A96213A-R26-C27,2|1
1,0,SA1090-A96213A-R26-C27,3|0
1,0,SA1090-A96213A-R26-C27,3|1
1,0,SA1090-A96213A-R26-C32,2|1
1,0,SA1090-A96213A-R26-C32,3|1
1,0,SA1090-A96213A-R26-C32,3|2
1,0,SA1090-A96213A-R26-C32,4|0
1,0,SA1090-A96213A-R26-C32,4|2
1,0,SA1090-A96213A-R26-C33,1|1
1,0,SA1090-A96213A-R26-C33,2|1
1,0,SA1090-A96213A-R26-C33,3|0
1,0,SA1090-A96213A-R26-C33,3|1
1,0,SA1090-A96213A-R26-C36,2|1
1,0,SA1090-A96213A-R26-C36,3|1
1,0,SA1090-A96213A-R26-C36,3|2
1,0,SA1090-A96213A-R26-C36,4|0
1,0,SA1090-A96213A-R26-C36,4|1
1,0,SA1090-A96213A-R26-C36,4|2
1,0,SA1090-A96213A-R26-C36,5|0
1,0,SA1090-A96213A-R26-C37,2|0
1,0,SA1090-A96213A-R26-C37,2|1
1,0,SA1090-A96213A-R26-C39,2|2
1,0,SA1090-A96213A-R26-C39,3|1
1,0,SA1090-A96213A-R26-C39,3|2
1,0,SA1090-A96213A-R26-C39,4|2
1,0,SA1090-A96213A-R26-C39,5|0
1,0,SA1090-A96213A-R26-C39,5|2
1,0,SA1090-A96213A-R26-C43,2|0
1,0,SA1090-A96213A-R26-C43,2|1
1,0,SA1090-A96213A-R26-C45,1|1
1,0,SA1090-A96213A-R26-C45,2|0
1,0,SA1090-A96213A-R26-C45,2|1
1,0,SA1090-A96213A-R26-C45,3|0
1,0,SA1090-A96213A-R26-C48,1|1
1,0,SA1090-A96213A-R26-C48,2|0
1,0,SA1090-A96213A-R26-C48,2|1
1,0,SA1090-A96213A-R26-C48,3|0
1,0,SA1090-A96213A-R26-C49,1|1
1,0,SA1090-A96213A-R26-C49,2|1
1,0,SA1090-A96213A-R26-C49,3|0
1,0,SA1090-A96213A-R26-C49,3|1
1,0,SA1090-A96213A-R26-C50,2|0
1,0,SA1090-A96213A-R26-C50,2|1
1,0,SA1090-A96213A-R26-C50,3|0
1,0,SA1090-A96213A-R26-C55,2|1
1,0,SA1090-A96213A-R26-C55,3|1
1,0,SA1090-A96213A-R26-C55,3|2
1,0,SA1090-A96213A-R26-C55,4|0
1,0,SA1090-A96213A-R26-C55,4|2
1,0,SA1090-A96213A-R26-C60,2|1
1,0,SA1090-A96213A-R26-C60,3|1
1,0,SA1090-A96213A-R26-C60,3|2
1,0,SA1090-A96213A-R26-C60,4|0
1,0,SA1090-A96213A-R26-C60,4|2
1,0,SA1090-A96213A-R26-C61,1|1
1,0,SA1090-A96213A-R26-C61,2|1
1,0,SA1090-A96213A-R26-C61,3|0
1,0,SA1090-A96213A-R26-C61,3|1
1,0,SA1090-A96213A-R26-C62,1|1
1,0,SA1090-A96213A-R26-C62,2|1
1,0,SA1090-A96213A-R26-C62,3|0
1,0,SA1090-A96213A-R26-C62,3|1
1,0,SA1090-A96213A-R26-C65,2|0
1,0,SA1090-A96213A-R26-C65,2|1
1,0,SA1090-A96213A-R26-C65,3|0
1,0,SA1090-A96213A-R26-C65,3|1
1,0,SA1090-A96213A-R26-C67,2|1
1,0,SA1090-A96213A-R26-C67,3|0
1,0,SA1090-A96213A-R26-C67,3|1
1,0,SA1090-A96213A-R26-C69,2|1
1,0,SA1090-A96213A-R26-C69,3|0
1,0,SA1090-A96213A-R26-C69,3|1
1,0,SA1090-A96213A-R26-C70,2|1
1,0,SA1090-A96213A-R26-C70,3|1
1,0,SA1090-A96213A-R26-C70,3|2
1,0,SA1090-A96213A-R26-C70,4|0
1,0,SA1090-A96213A-R26-C70,4|2
1,0,SA1090-A96213A-R27-C07,2|1
1,0,SA1090-A96213A-R27-C07,3|0
1,0,SA1090-A96213A-R27-C07,3|1
1,0,SA1090-A96213A-R27-C07,4|0
1,0,SA1090-A96213A-R27-C09,1|1
1,0,SA1090-A96213A-R27-C09,2|0
1,0,SA1090-A96213A-R27-C09,2|1
1,0,SA1090-A96213A-R27-C09,2|2
1,0,SA1090-A96213A-R27-C09,3|1
1,0,SA1090-A96213A-R27-C09,4|0
1,0,SA1090-A96213A-R27-C09,4|2
1,0,SA1090-A96213A-R27-C09,5|0
1,0,SA1090-A96213A-R27-C12,1|0
